timestamp,ax,ay,az,gx,gy,gz,lin_ax,lin_ay,lin_az,grav_x,grav_y,grav_z,speed,lat,lon,prob_none,prob_pothole,prob_speedbump
1782141440361,0.0,10.017,1.7740501,0.1255375,0.038225,0.044275,0.03784633,0.38844204,-0.08600843,-0.03986118,9.627171,1.8671898,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440365,-0.010950001,9.95505,1.76205,0.1340625,0.004125,0.036849998,0.023828467,0.32369995,-0.08355856,-0.03784633,9.628558,1.8600585,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440388,0.12195001,9.826051,1.8220501,0.14685,0.0499125,0.0229625,0.032123312,0.23646069,-0.08377802,-0.03318126,9.632861,1.8377374,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440398,-0.07305,9.900001,1.64505,0.139425,0.1159125,0.00495,-0.04165416,0.26058197,-0.1580112,-0.030982584,9.639107,1.8047347,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440421,-0.12795001,9.871051,1.7050501,0.11605,0.153175,0.00385,-0.17264202,0.23982525,-0.028012633,-0.034186054,9.642039,1.7889415,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440432,-0.24795002,9.86205,2.184,0.0776875,0.18727499,0.022,-0.1913832,0.21425438,0.42694652,-0.054757133,9.647594,1.7582127,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440451,-0.18405001,9.967051,1.932,0.0776875,0.1648625,0.0539,-0.14033103,0.21659184,0.07852733,-0.05692834,9.648022,1.7557927,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440452,-0.19605,9.865951,1.8270001,0.105325,0.0732875,0.0539,-0.14033103,0.21659184,0.07852733,-0.055718966,9.649359,1.7484728,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440463,-0.066,9.79695,1.9399501,0.1192125,0.0903375,0.0559625,-0.013922896,0.14604282,0.19992721,-0.05398352,9.650124,1.7443069,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440470,-0.09,9.843,1.9969501,0.132,0.0988625,0.0592625,-0.041487902,0.19038391,0.26633394,-0.05030103,9.65178,1.7352275,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440499,-0.09705,9.852,2.052,0.1351625,0.0999625,0.062425,-0.057627447,0.19201374,0.3928324,-0.0485121,9.6526165,1.7306162,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440516,-0.009000001,9.76605,1.6999501,0.236225,0.0851125,0.077275,0.018659692,0.07346153,-0.081028104,-0.02459756,9.662203,1.6767824,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440516,0.0,9.73995,1.57095,0.236225,0.0851125,0.077275,0.018659692,0.07346153,-0.081028104,-0.02459756,9.662203,1.6767824,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440527,-0.109050006,9.77295,1.6639501,0.2256375,0.1307625,0.060225,-0.0898055,0.10144997,0.04157269,-0.020156654,9.669678,1.6331956,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
1782141440541,0.079050004,9.96,1.44105,0.1969,0.1659625,0.0719125,0.09273542,0.28503704,-0.16060781,-0.016520927,9.673094,1.6128747,0.062371723,-6.9789839,110.4071253,0.86101955,0.012047174,0.12693325
